Removing parentheses from filenames:
renamed './Fireworks_Blue_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Small_Burst_Low_Recipe_#1.png'
renamed './Wooden_Club_(Recipe_#1).png' -> './Wooden_Club_Recipe_#1.png'
renamed './Small_Gunpowder_Keg_(Recipe_#1).png' -> './Small_Gunpowder_Keg_Recipe_#1.png'
renamed './Fireworks_Purple_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_White_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_White_Short_Trails_High_Recipe_#1.png'
renamed './Logic_OR_Gate_(Recipe_#1).png' -> './Logic_OR_Gate_Recipe_#1.png'
renamed './SR_Latch_(Recipe_#1).png' -> './SR_Latch_Recipe_#1.png'
renamed './Fireworks_Cyan_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Red_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Red_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Green_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Green_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Orange_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Short_Trails_High_Recipe_#1.png'
renamed './Semiconductor_Block_(Recipe_#1).png' -> './Semiconductor_Block_Recipe_#1.png'
renamed './Wooden_Sign_(Recipe_#1).png' -> './Wooden_Sign_Recipe_#1.png'
renamed './Wire_Through_Semiconductor_(Recipe_#1).png' -> './Wire_Through_Semiconductor_Recipe_#1.png'
renamed './Fireworks_White_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_White_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Red_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Green_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Sphere_Low_Recipe_#1.png'
renamed './Cavalry_Boots_(Recipe_#1).png' -> './Cavalry_Boots_Recipe_#1.png'
renamed './Fireworks_Orange_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_White_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_White_Small_Burst_High_Recipe_#1.png'
renamed './Logic_NAND_Gate_(Recipe_#1).png' -> './Logic_NAND_Gate_Recipe_#1.png'
renamed './Fireworks_Purple_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Red_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Red_Small_Burst_High_Recipe_#1.png'
renamed './Sound_Generator_(Recipe_#1).png' -> './Sound_Generator_Recipe_#1.png'
renamed './Fireworks_Yellow_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Green_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Green_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Orange_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Blue_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Small_Burst_High_Recipe_#1.png'
renamed './Truth_Table_Circuit_(Recipe_#1).png' -> './Truth_Table_Circuit_Recipe_#1.png'
renamed './Digital_To_Analog_Converter_(Recipe_#1).png' -> './Digital_To_Analog_Converter_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Wooden_Fence_Gate_(Recipe_#1).png' -> './Wooden_Fence_Gate_Recipe_#1.png'
renamed './Analog_To_Digital_Converter_(Recipe_#1).png' -> './Analog_To_Digital_Converter_Recipe_#1.png'
renamed './Stone_Bricks_(Recipe_#1).png' -> './Stone_Bricks_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Short_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Short_Trails_Low_Recipe_#1.png'
renamed './Solid_Diamond_Block_(Recipe_#1).png' -> './Solid_Diamond_Block_Recipe_#1.png'
renamed './Marble_Slab_(Recipe_#1).png' -> './Marble_Slab_Recipe_#1.png'
renamed './Solid_Coal_Block_(Recipe_#1).png' -> './Solid_Coal_Block_Recipe_#1.png'
renamed './Fireworks_White_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flat_Trails_Low_Recipe_#1.png'
renamed './Thermometer_(Recipe_#1).png' -> './Thermometer_Recipe_#1.png'
renamed './Fireworks_Cyan_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flat_Trails_Low_Recipe_#1.png'
renamed './Basalt_Fence_(Recipe_#1).png' -> './Basalt_Fence_Recipe_#1.png'
renamed './Random_Generator_(Recipe_#1).png' -> './Random_Generator_Recipe_#1.png'
renamed './Fireworks_Orange_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_White_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_White_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Purple_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Sphere_High_Recipe_#1.png'
renamed './Wooden_Slab_(Recipe_#1).png' -> './Wooden_Slab_Recipe_#1.png'
renamed './Fireworks_Cyan_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Sphere_High_Recipe_#1.png'
renamed './Wooden_Pressure_Plate_(Recipe_#1).png' -> './Wooden_Pressure_Plate_Recipe_#1.png'
renamed './Fireworks_Red_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Red_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Green_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Green_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Orange_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Blue_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Sphere_High_Recipe_#1.png'
renamed './Fireworks_White_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_White_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Circle_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Red_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Green_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Circle_Low_Recipe_#1.png'
renamed './Dirt_Slab_(Recipe_#1).png' -> './Dirt_Slab_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Small_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Small_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Short_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Short_Trails_High_Recipe_#1.png'
renamed './Stone_Fence_(Recipe_#1).png' -> './Stone_Fence_Recipe_#1.png'
renamed './Fireworks_White_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_White_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flat_Trails_High_Recipe_#1.png'
renamed './Marble_(Recipe_#1).png' -> './Marble_Recipe_#1.png'
renamed './Fireworks_Cyan_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Red_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Green_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_White_Circle_(High)_(Recipe_#1).png' -> './Fireworks_White_Circle_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Circle_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Sphere_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Sphere_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Circle_High_Recipe_#1.png'
renamed './Fireworks_Red_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Red_Circle_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Green_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Green_Circle_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Circle_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Orange_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Circle_High_Recipe_#1.png'
renamed './Fireworks_Blue_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Circle_High_Recipe_#1.png'
renamed './Stone_Stairs_(Recipe_#1).png' -> './Stone_Stairs_Recipe_#1.png'
renamed './Wooden_Spear_(Recipe_#1).png' -> './Wooden_Spear_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Small_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Small_Burst_High_Recipe_#1.png'
renamed './Stone_Brick_Stairs_(Recipe_#1).png' -> './Stone_Brick_Stairs_Recipe_#1.png'
renamed './Solid_Copper_Block_(Recipe_#1).png' -> './Solid_Copper_Block_Recipe_#1.png'
renamed './Fireworks_White_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_White_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Red_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_White_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_White_Disc_Low_Recipe_#1.png'
renamed './Target_(Recipe_#1).png' -> './Target_Recipe_#1.png'
renamed './Fireworks_Green_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Large_Burst_Low_Recipe_#1.png'
renamed './Basalt_Stairs_(Recipe_#1).png' -> './Basalt_Stairs_Recipe_#1.png'
renamed './Fireworks_Red_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Green_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Disc_Low_Recipe_#1.png'
renamed './Fireworks_White_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_White_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Disc_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Red_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Green_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Long_Trails_Low_Recipe_#1.png'
renamed './Musket_(Recipe_#1).png' -> './Musket_Recipe_#1.png'
renamed './Fireworks_Orange_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Flat_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Flat_Trails_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Sphere_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Sphere_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Circle_Low_Recipe_#1.png'
renamed './Sandstone_Slab_(Recipe_#1).png' -> './Sandstone_Slab_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Circle_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Circle_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Circle_Low_Recipe_#1.png'
renamed './Cobblestone_Stairs_(Recipe_#1).png' -> './Cobblestone_Stairs_Recipe_#1.png'
renamed './Fireworks_White_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_White_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Purple_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_White_Disc_(High)_(Recipe_#1).png' -> './Fireworks_White_Disc_High_Recipe_#1.png'
renamed './Fireworks_Red_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Red_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Purple_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Disc_High_Recipe_#1.png'
renamed './Fireworks_Green_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Green_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Orange_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Blue_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Red_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Red_Disc_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Disc_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Disc_High_Recipe_#1.png'
renamed './Fireworks_Green_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Green_Disc_High_Recipe_#1.png'
renamed './Fireworks_Orange_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Disc_High_Recipe_#1.png'
renamed './Fireworks_Purple_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_White_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_White_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Disc_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Flat_Trails_High_Recipe_#1.png'
